Query,Output
"Get the ID of the current sprint and return a list of work items similar to ""TKT-789.""","[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""get_similar_work_item"",
      ""arguments"": [
         {
            ""argument_name"": ""work_id"",
            ""argument_value"": ""TKT-789""
         }
      ]
   }
]"
"List all work items in the ""design"" stage with severity ""medium"" and owned by the current user.","[
   {
      ""tool_name"": ""who_am_i"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""stage.name"",
            ""argument_value"": [""design""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": [""medium""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"Search for objects related to ""ProjectXYZ,"" get the Rev organizations associated with them, and return a list of work items for those Rev organizations.","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""ProjectXYZ""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""ticket.rev_org"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"Summarize all work items associated with part ""ENH-456"" and prioritize them.","[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": [""ENH-456""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
"Find all work items of type ""task"" and create actionable tasks from their descriptions.","[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         }
      ]
   },
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"Search for objects related to ""CriticalComponent,"" get their IDs, and summarize them.","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""CriticalComponent""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"List all work items associated with part ""PROD-789"" owned by the current user and in the ""testing"" stage.","[
   {
      ""tool_name"": ""who_am_i"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": [""PROD-789""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": ""$$PREV[0]""
         },
         {
            ""argument_name"": ""stage.name"",
            ""argument_value"": [""testing""]
         }
      ]
   }
]"
"Get the current user's ID and return a list of work items with severity ""high"" created by that user.","[
   {
      ""tool_name"": ""who_am_i"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": [""high""]
         },
         {
            ""argument_name"": ""created_by"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"Find work items associated with part ""FEAT-789"" and owned by user ""DEVU-789"" that need a response.","[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": [""FEAT-789""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": [""DEVU-789""]
         },
         {
            ""argument_name"": ""ticket.needs_response"",
            ""argument_value"": []
         }
      ]
   }
]"
"Search for objects related to ""CriticalTask,"" list all tasks associated with them, and create actionable tasks from their descriptions.","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""CriticalTask""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""type"",
            ""argument_value"": [""task""]
         },
         {
            ""argument_name"": ""applies_to_part"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
"Find all work items associated with the current sprint, summarize them, and prioritize.","[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[2]""
         }
      ]
   }
]"
"Search for objects related to ""ImportantProject,"" get their Rev organizations, and list work items associated with those Rev organizations.","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""ImportantProject""
         }
      ]
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""ticket.rev_org"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"List all high severity tickets owned by user ""DEVU-789"" that need a response.","[
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": [""high""]
         },
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": [""DEVU-789""]
         },
         {
            ""argument_name"": ""ticket.needs_response"",
            ""argument_value"": []
         }
      ]
   }
]"
"Get the ID of the current sprint, find work items associated with it, and create actionable tasks from their descriptions.","[
   {
      ""tool_name"": ""get_sprint_id"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""sprint_id"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   },
   {
      ""tool_name"": ""create_actionable_tasks_from_text"",
      ""arguments"": [
         {
            ""argument_name"": ""text"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
"Search for objects related to ""CriticalFeature,"" get their IDs, and prioritize them.","[
   {
      ""tool_name"": ""search_object_by_name"",
      ""arguments"": [
         {
            ""argument_name"": ""query"",
            ""argument_value"": ""CriticalFeature""
         }
      ]
   },
   {
      ""tool_name"": ""prioritize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[0]""
         }
      ]
   }
]"
"List all work items owned by the current user with severity ""blocker"" and summarize them.","[
   {
      ""tool_name"": ""who_am_i"",
      ""arguments"": []
   },
   {
      ""tool_name"": ""works_list"",
      ""arguments"": [
         {
            ""argument_name"": ""owned_by"",
            ""argument_value"": [""$$PREV[0]""]
         },
         {
            ""argument_name"": ""ticket.severity"",
            ""argument_value"": [""blocker""]
         }
      ]
   },
   {
      ""tool_name"": ""summarize_objects"",
      ""arguments"": [
         {
            ""argument_name"": ""objects"",
            ""argument_value"": ""$$PREV[1]""
         }
      ]
   }
]"
